WBGene00021407	Y38C1AB.5.1	IV	-1	8765	11070	Y38C1AB.5	protein_coding
WBGene00013647	Y105C5B.5a.1	IV	-1	15899935	15901225	Y105C5B.5	protein_coding
WBGene00005726	Y105C5B.6a.1	IV	1	15906582	15910091	srv-15	protein_coding
WBGene00005726	Y105C5B.6c.1	IV	1	15906582	15910091	srv-15	protein_coding
WBGene00005726	Y105C5B.6b.1	IV	1	15908948	15910091	srv-15	protein_coding
WBGene00005726	Y105C5B.6d.1	IV	1	15908948	15910091	srv-15	protein_coding
WBGene00013649	Y105C5B.8a.1	IV	-1	15922727	15926839	Y105C5B.8	protein_coding
WBGene00013649	Y105C5B.8b.1	IV	-1	15922746	15926839	Y105C5B.8	protein_coding
WBGene00013650	Y105C5B.9.1	IV	1	15930581	15931813	Y105C5B.9	protein_coding
WBGene00005727	Y105C5B.10.1	IV	-1	15931822	15933914	srv-16	protein_coding
WBGene00013651	Y105C5B.11a.1	IV	-1	15937112	15941491	Y105C5B.11	protein_coding
WBGene00013651	Y105C5B.11b.1	IV	-1	15937112	15941491	Y105C5B.11	protein_coding
WBGene00004816	Y105C5B.13.1	IV	1	15946784	15947438	skr-10	protein_coding
WBGene00013653	Y105C5B.14.1	IV	-1	15949725	15950861	Y105C5B.14	protein_coding
WBGene00013654	Y105C5B.15a.1	IV	1	15951909	15954836	Y105C5B.15	protein_coding
WBGene00013654	Y105C5B.15b.1	IV	1	15952540	15954836	Y105C5B.15	protein_coding
WBGene00013655	Y105C5B.16b.1	IV	-1	15956571	15957045	lgc-19	protein_coding
WBGene00013655	Y105C5B.16a.1	IV	-1	15956571	15962712	lgc-19	protein_coding
WBGene00013656	Y105C5B.17.1	IV	1	15963124	15964425	Y105C5B.17	protein_coding
WBGene00013657	Y105C5B.18.1	IV	1	15964640	15965679	Y105C5B.18	protein_coding
WBGene00013658	Y105C5B.19.1	IV	-1	15981575	15983970	Y105C5B.19	protein_coding
WBGene00013659	Y105C5B.20.1	IV	-1	15993454	15994605	Y105C5B.20	protein_coding
WBGene00002175	Y105C5B.21d.1	IV	-1	15997858	16006343	jac-1	protein_coding
WBGene00002175	Y105C5B.21h.1	IV	-1	15997858	16006343	jac-1	protein_coding
WBGene00002175	Y105C5B.21b.1	IV	-1	15997858	16014541	jac-1	protein_coding
WBGene00002175	Y105C5B.21g.1	IV	-1	15997858	16014541	jac-1	protein_coding
WBGene00002175	Y105C5B.21b.2	IV	-1	15997858	16018968	jac-1	protein_coding
WBGene00002175	Y105C5B.21c.1	IV	-1	15997858	16018968	jac-1	protein_coding
WBGene00002175	Y105C5B.21f.1	IV	-1	15997858	16018968	jac-1	protein_coding
WBGene00002175	Y105C5B.21g.2	IV	-1	15997858	16018968	jac-1	protein_coding
WBGene00002175	Y105C5B.21a.1	IV	-1	15997858	16026847	jac-1	protein_coding
WBGene00002175	Y105C5B.21e.1	IV	-1	15997858	16026847	jac-1	protein_coding
WBGene00219478	Y105C5B.1418.1	IV	-1	16067170	16067445	Y105C5B.1418	protein_coding
WBGene00013665	Y105C5B.29.1	IV	1	16132464	16134179	hlh-32	protein_coding
WBGene00013662	Y105C5B.25a.1	IV	-1	16142544	16147155	Y105C5B.25	protein_coding
WBGene00013662	Y105C5B.25b.1	IV	-1	16142920	16147155	Y105C5B.25	protein_coding
WBGene00001604	Y105C5B.28c.3	IV	-1	16167785	16169130	gln-3	protein_coding
WBGene00001604	Y105C5B.28c.2	IV	-1	16167785	16170522	gln-3	protein_coding
WBGene00001604	Y105C5B.28c.1	IV	-1	16167785	16170621	gln-3	protein_coding
WBGene00001604	Y105C5B.28b.1	IV	-1	16167785	16170758	gln-3	protein_coding
WBGene00001604	Y105C5B.28a.1	IV	-1	16167785	16170859	gln-3	protein_coding
WBGene00194929	Y105C5B.1413.1	IV	-1	16184157	16184621	Y105C5B.1413	protein_coding
WBGene00012416	Y7A9A.1.1	IV	1	16197048	16201417	Y7A9A.1	protein_coding
WBGene00010411	H25K10.1.1	IV	1	16202374	16205321	H25K10.1	protein_coding
WBGene00010412	H25K10.2.1	IV	-1	16210723	16211013	H25K10.2	protein_coding
WBGene00005722	H25K10.3.1	IV	-1	16219652	16221659	srv-11	protein_coding
WBGene00010413	H25K10.4.1	IV	1	16226047	16227122	H25K10.4	protein_coding
WBGene00010414	H25K10.5.1	IV	-1	16230452	16233128	hpa-1	protein_coding
WBGene00010415	H25K10.6.1	IV	1	16233148	16236555	irld-39	protein_coding
WBGene00005808	H25K10.7a.1	IV	-1	16236732	16238655	srw-61	protein_coding
WBGene00009535	F38C2.1d.1	IV	1	16247431	16247686	F38C2.1	protein_coding
WBGene00009535	F38C2.1c.1	IV	1	16247431	16250267	F38C2.1	protein_coding
WBGene00009535	F38C2.1b.1	IV	1	16247431	16251790	F38C2.1	protein_coding
WBGene00009535	F38C2.1a.1	IV	1	16248954	16250267	F38C2.1	protein_coding
WBGene00001961	F38C2.2.1	IV	1	16254764	16256274	hlh-17	protein_coding
WBGene00009540	F38C2.8.1	IV	1	16257668	16259417	hlh-31	protein_coding
WBGene00009536	F38C2.4a.1	IV	1	16271263	16273187	F38C2.4	protein_coding
WBGene00009539	F38C2.7.1	IV	-1	16276647	16277391	F38C2.7	protein_coding
WBGene00009537	F38C2.5.1	IV	1	16278202	16279018	ccch-2	protein_coding
WBGene00009538	F38C2.6.1	IV	-1	16279634	16280714	clec-191	protein_coding
WBGene00023517	Y7A9C.9.1	IV	-1	16286655	16287825	srz-75	protein_coding
WBGene00023514	Y7A9C.7.1	IV	1	16299151	16300272	srz-72	protein_coding
WBGene00004287	K03D3.10.1	IV	1	16308225	16309829	rac-2	protein_coding
WBGene00010531	K03D3.5.1	IV	-1	16320139	16320506	K03D3.5	protein_coding
WBGene00010530	K03D3.4.1	IV	1	16321166	16323195	srz-61	protein_coding
WBGene00043052	K03D3.11.1	IV	1	16323673	16324973	srz-104	protein_coding
WBGene00044587	K03D3.12.1	IV	1	16325172	16326601	srz-105	protein_coding
WBGene00010528	K03D3.2.1	IV	-1	16328135	16328614	K03D3.2	protein_coding
WBGene00010527	K03D3.1.1	IV	1	16329459	16331059	srz-74	protein_coding
WBGene00023513	C35D6.10.1	IV	1	16332885	16334461	srz-71	protein_coding
WBGene00023508	C35D6.9a.1	IV	1	16335337	16336503	srz-38	protein_coding
WBGene00023508	C35D6.9b.1	IV	1	16336049	16336503	srz-38	protein_coding
WBGene00045101	C35D6.13a.1	IV	1	16337035	16338438	C35D6.13	protein_coding
WBGene00005436	C35D6.1.1	IV	1	16339665	16341374	srh-228	protein_coding
WBGene00005435	C35D6.2.1	IV	-1	16342490	16344199	srh-227	protein_coding
WBGene00007960	C35D6.3.1	IV	1	16347168	16347430	C35D6.3	protein_coding
WBGene00007961	C35D6.4.1	IV	1	16350990	16351601	C35D6.4	protein_coding
WBGene00012420	Y7A9D.1.1	IV	-1	16381378	16382235	Y7A9D.1	protein_coding
WBGene00185101	Y65A5A.24.1	IV	1	16393968	16394646	Y65A5A.24	protein_coding
WBGene00013418	Y65A5A.1a.1	IV	-1	16398839	16399875	Y65A5A.1	protein_coding
WBGene00013418	Y65A5A.1b.1	IV	-1	16398845	16399493	Y65A5A.1	protein_coding
WBGene00013419	Y65A5A.2a.1	IV	1	16412020	16416808	Y65A5A.2	protein_coding
WBGene00013419	Y65A5A.2b.1	IV	1	16412067	16416683	Y65A5A.2	protein_coding
WBGene00013419	Y65A5A.2c.1	IV	1	16414840	16416683	Y65A5A.2	protein_coding
WBGene00012423	Y10G11A.1a.1	IV	1	16424637	16429895	Y10G11A.1	protein_coding
WBGene00012423	Y10G11A.1b.1	IV	1	16427348	16429686	Y10G11A.1	protein_coding
WBGene00012424	Y10G11A.2a.1	IV	1	16432231	16437953	dlc-3	protein_coding
WBGene00012424	Y10G11A.2b.1	IV	1	16434176	16437889	dlc-3	protein_coding
WBGene00012425	Y10G11A.3b.1	IV	1	16443263	16446683	dlc-4	protein_coding
WBGene00012425	Y10G11A.3a.1	IV	1	16444700	16446683	dlc-4	protein_coding
WBGene00012159	VY10G11R.1.1	IV	-1	16469580	16470881	VY10G11R.1	protein_coding
WBGene00013098	Y51H4A.1.1	IV	-1	16474044	16477192	Y51H4A.1	protein_coding
WBGene00219244	Y51H4A.938a.1	IV	1	16481233	16481735	Y51H4A.938	protein_coding
WBGene00219244	Y51H4A.938b.1	IV	1	16481298	16481735	Y51H4A.938	protein_coding
WBGene00004357	Y51H4A.3a.1	IV	-1	16482784	16489021	rho-1	protein_coding
WBGene00013100	Y51H4A.4a.1	IV	-1	16503249	16505682	zip-7	protein_coding
WBGene00194647	Y51H4A.935.1	IV	-1	16506581	16507232	Y51H4A.935	protein_coding
WBGene00013101	Y51H4A.5.1	IV	-1	16522529	16526132	Y51H4A.5	protein_coding
WBGene00194927	Y51H4A.937.1	IV	1	16528684	16528870	Y51H4A.937	protein_coding
WBGene00013102	Y51H4A.6.1	IV	1	16533661	16533962	Y51H4A.6	protein_coding
WBGene00013103	Y51H4A.7.1	IV	-1	16535730	16542894	Y51H4A.7	protein_coding
WBGene00013103	Y51H4A.7.2	IV	-1	16535733	16542332	Y51H4A.7	protein_coding
WBGene00013104	Y51H4A.8.1	IV	-1	16575102	16578549	Y51H4A.8	protein_coding
WBGene00000710	Y51H4A.9.1	IV	-1	16601480	16602776	col-137	protein_coding
WBGene00013105	Y51H4A.10.1	IV	1	16626228	16626458	fip-7	protein_coding
WBGene00013120	Y51H4A.26.1	IV	1	16627976	16628441	fipr-28	protein_coding
WBGene00194924	Y51H4A.936.1	IV	1	16629366	16629636	Y51H4A.936	protein_coding
WBGene00045178	Y51H4A.32.1	IV	1	16630922	16631206	fipr-27	protein_coding
WBGene00013107	Y51H4A.13.1	IV	-1	16641702	16646373	Y51H4A.13	protein_coding
WBGene00013106	Y51H4A.12.1	IV	-1	16646791	16655883	set-26	protein_coding
WBGene00013109	Y51H4A.15.1	IV	1	16656613	16657359	Y51H4A.15	protein_coding
WBGene00013111	Y51H4A.17b.1	IV	1	16664320	16667865	sta-1	protein_coding
WBGene00013111	Y51H4A.17a.1	IV	1	16664320	16671466	sta-1	protein_coding
WBGene00013111	Y51H4A.17c.1	IV	1	16664320	16671467	sta-1	protein_coding
WBGene00255553	Y51H4A.941.1	IV	-1	16693505	16694667	Y51H4A.941	protein_coding
WBGene00013116	Y51H4A.22.1	IV	1	16720715	16722736	Y51H4A.22	protein_coding
WBGene00013117	Y51H4A.23.1	IV	1	16722916	16723892	Y51H4A.23	protein_coding
WBGene00013119	Y51H4A.25d.1	IV	1	16736329	16736552	Y51H4A.25	protein_coding
WBGene00013119	Y51H4A.25b.1	IV	1	16736329	16737071	Y51H4A.25	protein_coding
WBGene00013119	Y51H4A.25a.1	IV	1	16736329	16743178	Y51H4A.25	protein_coding
WBGene00013118	Y51H4A.24.1	IV	-1	16737177	16739778	Y51H4A.24	protein_coding
WBGene00013119	Y51H4A.25e.1	IV	1	16738912	16743178	Y51H4A.25	protein_coding
WBGene00013119	Y51H4A.25a.2	IV	1	16740004	16743178	Y51H4A.25	protein_coding
WBGene00012787	Y43D4A.1.1	IV	1	16743830	16744197	Y43D4A.1	protein_coding
WBGene00012788	Y43D4A.2.1	IV	-1	16744866	16755720	Y43D4A.2	protein_coding
WBGene00012789	Y43D4A.3b.1	IV	-1	16766598	16767426	Y43D4A.3	protein_coding
WBGene00012790	Y43D4A.4a.1	IV	1	16768522	16769786	Y43D4A.4	protein_coding
WBGene00012790	Y43D4A.4b.1	IV	1	16768958	16769786	Y43D4A.4	protein_coding
WBGene00012791	Y43D4A.5a.1	IV	1	16775827	16785057	Y43D4A.5	protein_coding
WBGene00012791	Y43D4A.5b.1	IV	1	16775827	16785057	Y43D4A.5	protein_coding
WBGene00012791	Y43D4A.5d.1	IV	1	16775827	16785057	Y43D4A.5	protein_coding
WBGene00012791	Y43D4A.5c.1	IV	1	16775827	16785172	Y43D4A.5	protein_coding
WBGene00012792	Y43D4A.6.1	IV	1	16787327	16788510	Y43D4A.6	protein_coding
WBGene00013774	Y116A8A.3.1	IV	-1	16805027	16806460	clec-193	protein_coding
WBGene00013773	Y116A8A.2.1	IV	-1	16813368	16813924	Y116A8A.2	protein_coding
WBGene00013775	Y116A8A.4.1	IV	1	16822869	16824493	Y116A8A.4	protein_coding
WBGene00013776	Y116A8A.6.1	IV	-1	16826324	16828020	Y116A8A.6	protein_coding
WBGene00013777	Y116A8A.7.1	IV	1	16830208	16830790	Y116A8A.7	protein_coding
WBGene00013778	Y116A8A.8.1	IV	1	16831666	16832984	clec-194	protein_coding
WBGene00219241	Y116A8A.150b.1	IV	-1	16842656	16842919	Y116A8A.150	protein_coding
WBGene00219241	Y116A8A.150a.1	IV	-1	16842656	16842942	Y116A8A.150	protein_coding
WBGene00003130	Y116A8A.9b.1	IV	-1	16847829	16854882	map-2	protein_coding
WBGene00003130	Y116A8A.9a.3	IV	-1	16847829	16854921	map-2	protein_coding
WBGene00003130	Y116A8A.9c.2	IV	-1	16847829	16854921	map-2	protein_coding
WBGene00003130	Y116A8A.9c.1	IV	-1	16847829	16854943	map-2	protein_coding
WBGene00003130	Y116A8A.9a.1	IV	-1	16848205	16854921	map-2	protein_coding
WBGene00003130	Y116A8A.9b.2	IV	-1	16848209	16854882	map-2	protein_coding
WBGene00003130	Y116A8A.9a.2	IV	-1	16848209	16854943	map-2	protein_coding
WBGene00020284	T06A10.1c.1	IV	-1	16855044	16861754	mel-46	protein_coding
WBGene00020284	T06A10.1a.1	IV	-1	16855044	16863443	mel-46	protein_coding
WBGene00020284	T06A10.1b.1	IV	-1	16855056	16856312	mel-46	protein_coding
WBGene00020287	T06A10.4a.1	IV	1	16862396	16865476	lsy-13	protein_coding
WBGene00020287	T06A10.4a.2	IV	1	16863866	16865479	lsy-13	protein_coding
WBGene00020287	T06A10.4b.1	IV	1	16864655	16865476	lsy-13	protein_coding
WBGene00020286	T06A10.3a.1	IV	1	16865838	16866504	gtsf-1	protein_coding
WBGene00020286	T06A10.3b.1	IV	1	16865854	16866460	gtsf-1	protein_coding
WBGene00020286	T06A10.3c.1	IV	1	16866134	16866460	gtsf-1	protein_coding
WBGene00235300	T06A10.107.1	IV	1	16867494	16867889	T06A10.107	protein_coding
WBGene00219547	T06A10.106.1	IV	-1	16868812	16869000	T06A10.106	protein_coding
WBGene00020285	T06A10.2.1	IV	1	16895739	16895961	T06A10.2	protein_coding
WBGene00013784	Y116A8C.3.1	IV	1	16916051	16917511	Y116A8C.3	protein_coding
WBGene00235305	Y116A8C.469.1	IV	-1	16917784	16918444	Y116A8C.469	protein_coding
WBGene00235304	Y116A8C.468.1	IV	1	16918379	16918501	Y116A8C.468	protein_coding
WBGene00255611	Y116A8C.470.1	IV	-1	16919151	16919312	Y116A8C.470	protein_coding
WBGene00194672	Y116A8C.463.1	IV	1	16919725	16919886	Y116A8C.463	protein_coding
WBGene00013785	Y116A8C.4.1	IV	1	16920341	16924071	nep-23	protein_coding
WBGene00013785	Y116A8C.4.2	IV	1	16920506	16924071	nep-23	protein_coding
WBGene00013786	Y116A8C.5.1	IV	1	16924392	16927162	nep-24	protein_coding
WBGene00045128	Y116A8C.49.1	IV	-1	16930837	16931177	Y116A8C.49	protein_coding
WBGene00013790	Y116A8C.10b.3	IV	-1	16934266	16936483	Y116A8C.10	protein_coding
WBGene00013790	Y116A8C.10b.2	IV	-1	16934266	16939003	Y116A8C.10	protein_coding
WBGene00013790	Y116A8C.10b.1	IV	-1	16934266	16939111	Y116A8C.10	protein_coding
WBGene00013789	Y116A8C.9a.1	IV	-1	16939804	16946910	Y116A8C.9	protein_coding
WBGene00013789	Y116A8C.9b.1	IV	-1	16940445	16943059	Y116A8C.9	protein_coding
WBGene00000184	Y116A8C.12.1	IV	1	16947120	16949734	arf-6	protein_coding
WBGene00013792	Y116A8C.13a.1	IV	1	16950065	16962868	Y116A8C.13	protein_coding
WBGene00013792	Y116A8C.13b.1	IV	1	16950066	16962868	Y116A8C.13	protein_coding
WBGene00004402	Y116A8C.14b.1	IV	-1	16965284	16967444	rom-3	protein_coding
WBGene00004402	Y116A8C.14a.1	IV	-1	16965284	16970490	rom-3	protein_coding
WBGene00013791	Y116A8C.11.1	IV	1	16988828	16989771	Y116A8C.11	protein_coding
WBGene00004403	Y116A8C.16c.1	IV	1	16995777	17014901	rom-4	protein_coding
WBGene00004403	Y116A8C.16a.1	IV	1	16995777	17014953	rom-4	protein_coding
WBGene00004403	Y116A8C.16e.1	IV	1	17002711	17014901	rom-4	protein_coding
WBGene00004403	Y116A8C.16b.1	IV	1	17004854	17014901	rom-4	protein_coding
WBGene00004403	Y116A8C.16f.1	IV	1	17008725	17014901	rom-4	protein_coding
WBGene00004403	Y116A8C.16d.1	IV	1	17012975	17014901	rom-4	protein_coding
WBGene00013794	Y116A8C.17.2	IV	-1	17024318	17025132	dct-13	protein_coding
WBGene00013794	Y116A8C.17.1	IV	-1	17024342	17025132	dct-13	protein_coding
WBGene00013795	Y116A8C.18.1	IV	-1	17028931	17030594	nhr-229	protein_coding
WBGene00013796	Y116A8C.19.1	IV	-1	17038923	17039667	Y116A8C.19	protein_coding
WBGene00013797	Y116A8C.20.1	IV	1	17040913	17041523	Y116A8C.20	protein_coding
WBGene00013798	Y116A8C.21.1	IV	-1	17044739	17045791	clec-195	protein_coding
WBGene00013799	Y116A8C.22.1	IV	-1	17046470	17048357	athp-3	protein_coding
WBGene00013800	Y116A8C.23.1	IV	1	17053594	17055513	Y116A8C.23	protein_coding
WBGene00013815	Y116A8C.44.1	IV	-1	17057912	17058136	Y116A8C.44	protein_coding
WBGene00219332	Y116A8C.467.1	IV	-1	17059283	17063800	Y116A8C.467	protein_coding
WBGene00194957	Y116A8C.465.1	IV	1	17065382	17065761	Y116A8C.465	protein_coding
WBGene00013801	Y116A8C.24a.1	IV	-1	17068795	17070903	Y116A8C.24	protein_coding
WBGene00013801	Y116A8C.24b.1	IV	-1	17068833	17070903	Y116A8C.24	protein_coding
WBGene00013802	Y116A8C.25f.2	IV	-1	17074190	17078100	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25f.1	IV	-1	17074190	17078101	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25e.1	IV	-1	17074190	17078745	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25d.1	IV	-1	17074190	17078750	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25c.2	IV	-1	17075349	17078100	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25c.1	IV	-1	17075349	17078101	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25b.1	IV	-1	17075349	17078745	Y116A8C.25	protein_coding
WBGene00013802	Y116A8C.25a.1	IV	-1	17075349	17078750	Y116A8C.25	protein_coding
WBGene00013803	Y116A8C.26c.2	IV	-1	17079606	17084174	snx-13	protein_coding
WBGene00013803	Y116A8C.26d.2	IV	-1	17079606	17085621	snx-13	protein_coding
WBGene00013803	Y116A8C.26a.2	IV	-1	17079606	17087438	snx-13	protein_coding
WBGene00013803	Y116A8C.26c.1	IV	-1	17079749	17084174	snx-13	protein_coding
WBGene00013803	Y116A8C.26d.1	IV	-1	17079749	17085621	snx-13	protein_coding
WBGene00013803	Y116A8C.26a.1	IV	-1	17079749	17087379	snx-13	protein_coding
WBGene00013803	Y116A8C.26b.1	IV	-1	17086789	17087379	snx-13	protein_coding
WBGene00004914	Y116A8C.42.1	IV	1	17088058	17088834	snr-1	protein_coding
WBGene00013814	Y116A8C.43b.1	IV	1	17088851	17090618	Y116A8C.43	protein_coding
WBGene00013814	Y116A8C.43a.1	IV	1	17088851	17090646	Y116A8C.43	protein_coding
WBGene00013804	Y116A8C.27b.1	IV	-1	17090630	17096248	Y116A8C.27	protein_coding
WBGene00013804	Y116A8C.27a.1	IV	-1	17090630	17096268	Y116A8C.27	protein_coding
WBGene00013804	Y116A8C.27a.2	IV	-1	17090630	17096286	Y116A8C.27	protein_coding
WBGene00013806	Y116A8C.29.1	IV	1	17094031	17095311	Y116A8C.29	protein_coding
WBGene00013805	Y116A8C.28b.1	IV	-1	17096386	17100246	bca-2	protein_coding
WBGene00013805	Y116A8C.28c.1	IV	-1	17096386	17100246	bca-2	protein_coding
WBGene00013805	Y116A8C.28e.2	IV	-1	17096395	17096627	bca-2	protein_coding
WBGene00013805	Y116A8C.28f.1	IV	-1	17096397	17099456	bca-2	protein_coding
WBGene00013805	Y116A8C.28d.1	IV	-1	17096399	17100246	bca-2	protein_coding
WBGene00013805	Y116A8C.28e.1	IV	-1	17096526	17098050	bca-2	protein_coding
WBGene00013807	Y116A8C.30a.1	IV	-1	17100225	17103715	Y116A8C.30	protein_coding
WBGene00013807	Y116A8C.30c.1	IV	-1	17100225	17103715	Y116A8C.30	protein_coding
WBGene00013808	Y116A8C.32a.1	IV	-1	17104179	17110982	sfa-1	protein_coding
WBGene00000889	Y116A8C.34a.2	IV	-1	17111082	17116657	cyn-13	protein_coding
WBGene00000889	Y116A8C.34a.1	IV	-1	17111082	17116666	cyn-13	protein_coding
WBGene00000889	Y116A8C.34b.1	IV	-1	17111083	17111470	cyn-13	protein_coding
WBGene00013809	Y116A8C.33a.1	IV	1	17112117	17115465	Y116A8C.33	protein_coding
WBGene00013809	Y116A8C.33b.1	IV	1	17112256	17115465	Y116A8C.33	protein_coding
WBGene00006698	Y116A8C.35b.2	IV	-1	17116763	17117317	uaf-2	protein_coding
WBGene00006698	Y116A8C.35b.1	IV	-1	17116763	17118542	uaf-2	protein_coding
WBGene00006698	Y116A8C.35a.1	IV	-1	17116763	17118552	uaf-2	protein_coding
WBGene00006698	Y116A8C.35a.2	IV	-1	17116763	17118760	uaf-2	protein_coding
WBGene00006405	Y116A8C.36d.1	IV	1	17119684	17126238	itsn-1	protein_coding
WBGene00006405	Y116A8C.36a.1	IV	1	17119684	17126266	itsn-1	protein_coding
WBGene00006405	Y116A8C.36b.1	IV	1	17120998	17126238	itsn-1	protein_coding
WBGene00006405	Y116A8C.36e.1	IV	1	17120998	17126238	itsn-1	protein_coding
WBGene00006405	Y116A8C.36c.1	IV	1	17121724	17126238	itsn-1	protein_coding
WBGene00006405	Y116A8C.36f.1	IV	1	17121724	17126238	itsn-1	protein_coding
WBGene00013810	Y116A8C.37.1	IV	-1	17130066	17131075	Y116A8C.37	protein_coding
WBGene00013811	Y116A8C.38.1	IV	1	17131545	17133657	Y116A8C.38	protein_coding
WBGene00013812	Y116A8C.40a.1	IV	-1	17144355	17150971	Y116A8C.40	protein_coding
WBGene00013812	Y116A8C.40b.1	IV	-1	17144453	17150971	Y116A8C.40	protein_coding
WBGene00004819	C52D10.8.1	IV	-1	17162024	17162634	skr-13	protein_coding
WBGene00004815	C52D10.7.1	IV	1	17163554	17164226	skr-9	protein_coding
WBGene00004814	C52D10.9.1	IV	-1	17165191	17165855	skr-8	protein_coding
WBGene00004818	C52D10.6.1	IV	1	17167253	17167923	skr-12	protein_coding
WBGene00004818	C52D10.6.2	IV	1	17167258	17168051	skr-12	protein_coding
WBGene00016877	C52D10.3a.1	IV	1	17176477	17182377	C52D10.3	protein_coding
WBGene00016877	C52D10.3b.1	IV	1	17176477	17189805	C52D10.3	protein_coding
WBGene00000711	C52D10.13.1	IV	-1	17182798	17183740	col-138	protein_coding
WBGene00001460	C52D10.11.1	IV	-1	17190177	17191891	flp-17	protein_coding
WBGene00016879	C52D10.12.1	IV	-1	17197905	17206845	cnnm-1	protein_coding
WBGene00016879	C52D10.12.2	IV	-1	17197908	17206831	cnnm-1	protein_coding
WBGene00013779	Y116A8B.1.2	IV	1	17216333	17217368	Y116A8B.1	protein_coding
WBGene00013779	Y116A8B.1.1	IV	1	17216793	17217368	Y116A8B.1	protein_coding
WBGene00013781	Y116A8B.4.1	IV	1	17223774	17225019	Y116A8B.4	protein_coding
WBGene00013782	Y116A8B.5.1	IV	-1	17226014	17231056	npr-32	protein_coding
WBGene00013996	ZK550.2.1	IV	1	17245584	17249750	ZK550.2	protein_coding
WBGene00013997	ZK550.3.1	IV	1	17250131	17254964	ZK550.3	protein_coding
WBGene00013998	ZK550.4.1	IV	1	17255301	17257562	gtf-2E1	protein_coding
WBGene00013999	ZK550.5.1	IV	-1	17257504	17259410	ZK550.5	protein_coding
WBGene00014000	ZK550.6.1	IV	-1	17260307	17262485	ZK550.6	protein_coding
WBGene00044244	F26D10.13.1	IV	-1	17264297	17264814	F26D10.13	protein_coding
WBGene00006229	F26D10.8.1	IV	1	17265579	17266926	str-187	protein_coding
WBGene00000224	F26D10.9a.1	IV	1	17269342	17272181	atgp-1	protein_coding
WBGene00000224	F26D10.9b.1	IV	1	17271093	17272183	atgp-1	protein_coding
WBGene00001606	F26D10.10.1	IV	-1	17272231	17273652	gln-5	protein_coding
WBGene00009155	F26D10.11.1	IV	1	17275581	17276864	lhfp-4	protein_coding
WBGene00009156	F26D10.12a.1	IV	1	17276956	17277748	clec-196	protein_coding
WBGene00009156	F26D10.12c.1	IV	1	17277187	17277747	clec-196	protein_coding
WBGene00009156	F26D10.12b.1	IV	1	17277537	17277747	clec-196	protein_coding
WBGene00002005	F26D10.3.2	IV	1	17278959	17281316	hsp-1	protein_coding
WBGene00002005	F26D10.3.1	IV	1	17278959	17281330	hsp-1	protein_coding
WBGene00012128	T28F3.1b.1	IV	-1	17281456	17284199	nra-1	protein_coding
WBGene00012128	T28F3.1a.1	IV	-1	17281460	17284199	nra-1	protein_coding
WBGene00044067	T28F3.3.1	IV	-1	17285733	17287454	zipt-7.1	protein_coding
WBGene00012130	T28F3.4a.1	IV	-1	17288171	17291733	slc-17.4	protein_coding
WBGene00012130	T28F3.4b.1	IV	-1	17288207	17291733	slc-17.4	protein_coding
WBGene00303083	T28F3.11.1	IV	-1	17291647	17291679	T28F3.11	protein_coding
WBGene00012131	T28F3.5b.1	IV	1	17294793	17300488	T28F3.5	protein_coding
WBGene00012131	T28F3.5a.1	IV	1	17294793	17300629	T28F3.5	protein_coding
WBGene00012132	T28F3.6.1	IV	-1	17300809	17302033	ifta-2	protein_coding
WBGene00012134	T28F3.8.1	IV	-1	17305115	17307414	T28F3.8	protein_coding
WBGene00012135	T28F3.9.1	IV	1	17308525	17311695	T28F3.9	protein_coding
WBGene00004908	C49C3.1.1	IV	1	17312141	17315462	snf-9	protein_coding
WBGene00185097	C49C3.20.2	IV	-1	17316155	17316486	C49C3.20	protein_coding
WBGene00185097	C49C3.20.1	IV	-1	17316173	17316510	C49C3.20	protein_coding
WBGene00008194	C49C3.4a.1	IV	1	17320795	17328662	C49C3.4	protein_coding
WBGene00008194	C49C3.4b.1	IV	1	17323244	17328662	C49C3.4	protein_coding
WBGene00008194	C49C3.4c.1	IV	1	17323744	17328661	C49C3.4	protein_coding
WBGene00008195	C49C3.5.1	IV	1	17329192	17330737	ceh-88	protein_coding
WBGene00008196	C49C3.6.1	IV	1	17331527	17332447	C49C3.6	protein_coding
WBGene00008197	C49C3.7.1	IV	1	17332573	17333645	C49C3.7	protein_coding
WBGene00008204	C49C3.15.1	IV	1	17334193	17335094	C49C3.15	protein_coding
WBGene00008198	C49C3.8a.1	IV	1	17335203	17336681	C49C3.8	protein_coding
